0.0	0
-0.4767	0
0.4939	0
0.0	0
0.0	0
0.0	0
0.2732	0
0.2732	0
0.34	0
0.0	0
-0.296	0
0.5473	1
0.0	0
-0.6369	-1
-0.5719	-1
0.2023	0
0.0	0
0.34	0
0.0	0
0.0	0
-0.34	0
-0.3818	0
0.4019	0
0.0	0
0.0	0
-0.6486	-1
0.4939	0
0.0516	0
-0.5267	-1
-0.2815	0
0.3164	0
0.4019	0
0.0	0
0.2732	0
-0.6597	-1
-0.6597	-1
-0.6486	-1
0.0	0
0.0	0
-0.6486	-1
0.2732	0
0.0	0
-0.0516	0
-0.296	0
-0.3818	0
0.5574	1
0.0	0
0.0	0
0.6892	1
-0.296	0
0.0	0
0.1531	0
0.0	0
-0.6486	-1
0.0	0
-0.0516	0
-0.6597	-1
-0.296	0
0.0	0
0.7707	1
0.0	0
0.8126	1
0.0	0
-0.1531	0
0.7506	1
0.2732	0
0.6597	1
0.0	0
0.4696	0
0.34	0
-0.296	0
0.5574	1
0.0	0
-0.3818	0
0.34	0
-0.128	0
0.2732	0
0.4939	0
0.0	0
0.0	0
0.0	0
0.6588	1
0.34	0
0.5574	1
0.34	0
0.0	0
0.0	0
-0.5719	-1
0.7269	1
-0.3612	0
0.4939	0
-0.5719	-1
0.5994	1
0.3578	0
0.5994	1
0.0	0
0.4939	0
0.0	0
0.0	0
0.5766	1
-0.5943	-1
-0.5719	-1
0.5719	1
0.34	0
0.34	0
0.34	0
0.0	0
0.34	0
-0.296	0
0.128	0
0.2732	0
0.6588	1
-0.4019	0
0.34	0
0.0	0
0.0	0
0.0	0
0.0	0
0.0	0
-0.1531	0
0.4588	0
0.0	0
0.0	0
0.5538	1
0.0	0
-0.6705	-1
-0.6597	-1
0.7326	1
0.0	0
0.8689	1
0.3612	0
-0.1531	0
0.2263	0
0.5859	1
0.2732	0
-0.296	0
0.0	0
0.0	0
-0.296	0
0.0258	0
-0.5994	-1
-0.1531	0
0.0	0
-0.296	0
0.4767	0
0.4404	0
0.4404	0
0.4019	0
0.6652	1
0.0	0
0.5267	1
0.6369	1
-0.25	0
0.0	0
-0.34	0
0.7783	1
0.0	0
0.5399	1
0.0	0
0.34	0
-0.101	0
0.2023	0
0.0	0
0.4995	0
0.0	0
0.6239	1
0.0	0
0.6369	1
-0.2023	0
0.0	0
0.0516	0
0.0	0
0.0	0
-0.6249	-1
0.5859	1
0.836	1
0.8436	1
-0.4404	0
0.5994	1
0.0	0
0.296	0
0.34	0
